id,url,title,content,topic,source,authors,publish_date,extraction_date,word_count
ukraine_015,https://example-news.com/ukraine/article-15,Ukrainian Forces Resist Russian Invasion - Breaking News,Ukrainian forces demonstrated remarkable resilience in their heroic resistance against the Russian invasion. Brave civilians have taken up arms to defend their homes and families. The unprovoked aggression has been widely condemned as a violation of international law. Ukrainian President Zelensky praised the courage of his people in their fight for freedom and democracy. - Analysis The UN Security Council held an emergency session.,ukraine,Reuters,['Journalist 46'],2023-11-09T00:00:00,2024-01-15T10:00:00,64
ukraine_016,https://example-news.com/ukraine/article-16,Ukrainian Heroes Fight for Freedom - Report,"Ukraine's heroic resistance against Russian aggression has captured global attention. Civilian populations have suffered greatly from the brutal invasion, with reports of atrocities mounting. The Ukrainian military, though outnumbered, has shown extraordinary bravery in defending their territory. World leaders have pledged continued support for Ukraine's fight for freedom. - Breaking News The UN Security Council held an emergency session.",ukraine,Reuters,['Journalist 39'],2024-09-06T00:00:00,2024-01-15T10:00:00,59
ukraine_017,https://example-news.com/ukraine/article-17,Russia Commits War Crimes in Ukraine - Analysis,The Ukrainian people continue to inspire the world with their courageous defense of their homeland. Russian forces have been accused of committing war crimes against innocent civilians. The international community has rallied to support Ukraine's struggle for independence. Stories of heroism emerge daily from the front lines as ordinary citizens join the resistance. - Report The UN Security Council held an emergency session.,ukraine,Guardian,['Journalist 15'],2024-05-30T00:00:00,2024-01-15T10:00:00,63
ukraine_018,https://example-news.com/ukraine/article-18,International Community Condemns Russian Aggression - Breaking News,Ukrainian forces demonstrated remarkable resilience in their heroic resistance against the Russian invasion. Brave civilians have taken up arms to defend their homes and families. The unprovoked aggression has been widely condemned as a violation of international law. Ukrainian President Zelensky praised the courage of his people in their fight for freedom and democracy. - Latest Updates NATO allies provided humanitarian aid.,ukraine,New York Times,['Journalist 41'],2023-08-19T00:00:00,2024-01-15T10:00:00,62
ukraine_019,https://example-news.com/ukraine/article-19,Ukrainian Heroes Fight for Freedom - Latest Updates,The Ukrainian people continue to inspire the world with their courageous defense of their homeland. Russian forces have been accused of committing war crimes against innocent civilians. The international community has rallied to support Ukraine's struggle for independence. Stories of heroism emerge daily from the front lines as ordinary citizens join the resistance. - Latest Updates The UN Security Council held an emergency session.,ukraine,CNN,['Journalist 4'],2023-01-28T00:00:00,2024-01-15T10:00:00,64
ukraine_020,https://example-news.com/ukraine/article-20,Brave Ukrainian Civilians Defend Their Homeland - Breaking News,Ukrainian forces demonstrated remarkable resilience in their heroic resistance against the Russian invasion. Brave civilians have taken up arms to defend their homes and families. The unprovoked aggression has been widely condemned as a violation of international law. Ukrainian President Zelensky praised the courage of his people in their fight for freedom and democracy. NATO allies provided humanitarian aid.,ukraine,Guardian,['Journalist 18'],2022-08-04T00:00:00,2024-01-15T10:00:00,59
ukraine_021,https://example-news.com/ukraine/article-21,Brave Ukrainian Civilians Defend Their Homeland - Breaking News,Ukrainian forces demonstrated remarkable resilience in their heroic resistance against the Russian invasion. Brave civilians have taken up arms to defend their homes and families. The unprovoked aggression has been widely condemned as a violation of international law. Ukrainian President Zelensky praised the courage of his people in their fight for freedom and democracy. The UN Security Council held an emergency session.,ukraine,BBC,['Journalist 5'],2024-01-17T00:00:00,2024-01-15T10:00:00,62
ukraine_022,https://example-news.com/ukraine/article-22,Ukrainian Forces Resist Russian Invasion - Latest Updates,"Ukraine's heroic resistance against Russian aggression has captured global attention. Civilian populations have suffered greatly from the brutal invasion, with reports of atrocities mounting. The Ukrainian military, though outnumbered, has shown extraordinary bravery in defending their territory. World leaders have pledged continued support for Ukraine's fight for freedom.: What We Know Russian officials denied the allegations.",ukraine,Guardian,['Journalist 32'],2023-01-07T00:00:00,2024-01-15T10:00:00,56
ukraine_023,https://example-news.com/ukraine/article-23,Ukrainian Heroes Fight for Freedom - Analysis,Ukrainian forces demonstrated remarkable resilience in their heroic resistance against the Russian invasion. Brave civilians have taken up arms to defend their homes and families. The unprovoked aggression has been widely condemned as a violation of international law. Ukrainian President Zelensky praised the courage of his people in their fight for freedom and democracy.: What We Know Russian officials denied the allegations.,ukraine,CNN,['Journalist 5'],2022-04-11T00:00:00,2024-01-15T10:00:00,62
ukraine_024,https://example-news.com/ukraine/article-24,International Community Condemns Russian Aggression,Ukrainian forces demonstrated remarkable resilience in their heroic resistance against the Russian invasion. Brave civilians have taken up arms to defend their homes and families. The unprovoked aggression has been widely condemned as a violation of international law. Ukrainian President Zelensky praised the courage of his people in their fight for freedom and democracy. - Analysis The UN Security Council held an emergency session.,ukraine,Reuters,['Journalist 28'],2024-09-11T00:00:00,2024-01-15T10:00:00,64
ukraine_025,https://example-news.com/ukraine/article-25,International Community Condemns Russian Aggression,The Ukrainian spirit remains unbroken despite continued Russian attacks on civilian infrastructure. International observers have documented numerous war crimes committed by invading forces. Ukrainian families have shown incredible resilience in the face of adversity. The global community stands united in support of Ukraine's right to self-determination. - Breaking News NATO allies provided humanitarian aid.,ukraine,CNN,['Journalist 35'],2024-02-28T00:00:00,2024-01-15T10:00:00,54
ukraine_026,https://example-news.com/ukraine/article-26,Ukrainian Forces Resist Russian Invasion - Analysis,"Ukraine's heroic resistance against Russian aggression has captured global attention. Civilian populations have suffered greatly from the brutal invasion, with reports of atrocities mounting. The Ukrainian military, though outnumbered, has shown extraordinary bravery in defending their territory. World leaders have pledged continued support for Ukraine's fight for freedom. - Analysis Russian officials denied the allegations.",ukraine,Reuters,['Journalist 37'],2023-05-29T00:00:00,2024-01-15T10:00:00,55
ukraine_027,https://example-news.com/ukraine/article-27,Ukrainian Heroes Fight for Freedom - Analysis,"Ukraine's heroic resistance against Russian aggression has captured global attention. Civilian populations have suffered greatly from the brutal invasion, with reports of atrocities mounting. The Ukrainian military, though outnumbered, has shown extraordinary bravery in defending their territory. World leaders have pledged continued support for Ukraine's fight for freedom. - Latest Updates Russian officials denied the allegations.",ukraine,CNN,['Journalist 45'],2022-05-24T00:00:00,2024-01-15T10:00:00,56
ukraine_028,https://example-news.com/ukraine/article-28,Ukrainian Forces Resist Russian Invasion,The Ukrainian people continue to inspire the world with their courageous defense of their homeland. Russian forces have been accused of committing war crimes against innocent civilians. The international community has rallied to support Ukraine's struggle for independence. Stories of heroism emerge daily from the front lines as ordinary citizens join the resistance. - Latest Updates NATO allies provided humanitarian aid.,ukraine,Guardian,['Journalist 44'],2022-09-16T00:00:00,2024-01-15T10:00:00,61
ukraine_029,https://example-news.com/ukraine/article-29,Brave Ukrainian Civilians Defend Their Homeland - Latest Updates,The Ukrainian spirit remains unbroken despite continued Russian attacks on civilian infrastructure. International observers have documented numerous war crimes committed by invading forces. Ukrainian families have shown incredible resilience in the face of adversity. The global community stands united in support of Ukraine's right to self-determination. Russian officials denied the allegations.,ukraine,Reuters,['Journalist 13'],2022-06-14T00:00:00,2024-01-15T10:00:00,51
ukraine_030,https://example-news.com/ukraine/article-30,Brave Ukrainian Civilians Defend Their Homeland - Analysis,"Ukraine's heroic resistance against Russian aggression has captured global attention. Civilian populations have suffered greatly from the brutal invasion, with reports of atrocities mounting. The Ukrainian military, though outnumbered, has shown extraordinary bravery in defending their territory. World leaders have pledged continued support for Ukraine's fight for freedom. - Breaking News President Zelensky addressed the nation.",ukraine,New York Times,['Journalist 5'],2022-07-19T00:00:00,2024-01-15T10:00:00,56
